regime,arm,family,index,draw,snr0,pass_to_age_M
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,3,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,3,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,4,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,4,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,4,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,4,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,5,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,5,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,5,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,5,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,6,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,6,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,6,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,6,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,7,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,7,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,7,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,circular_hotspot_trajectory,7,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,0,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,0,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,0,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,0,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,1,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,1,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,1,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,1,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,2,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,2,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,2,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,2,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,3,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,3,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,3,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,3,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,4,0,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,4,1,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,4,2,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,4,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,5,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,5,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,5,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,5,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,6,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,6,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,6,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,6,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,7,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,7,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,7,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,flare_birth_motion_decay,7,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,0,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,0,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,0,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,0,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,1,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,1,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,1,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,1,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,2,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,2,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,2,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,2,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,3,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,3,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,3,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,3,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,4,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,4,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,4,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,4,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,5,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,5,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,5,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,5,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,6,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,6,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,6,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,6,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,7,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,7,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,7,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m1_rotating_crescent,7,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,0,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,0,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,0,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,0,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,1,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,1,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,1,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,1,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,2,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,2,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,2,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,2,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,3,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,3,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,3,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,3,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,4,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,4,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,4,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,4,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,5,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,5,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,5,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,5,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,6,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,6,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,6,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,6,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,7,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,7,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,7,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,m2_structural_mode,7,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,0,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,0,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,0,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,0,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,1,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,1,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,1,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,1,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,2,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,2,1,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,2,2,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,2,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,3,0,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,3,1,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,3,2,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,3,3,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,4,0,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,4,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,4,2,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,4,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,5,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,5,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,5,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,5,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,6,0,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,6,1,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,6,2,100.0,2.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,6,3,100.0,4.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,7,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,7,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,7,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,plunging_feature,7,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,0,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,0,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,0,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,0,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,1,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,1,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,1,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,1,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,2,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,2,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,2,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,2,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,3,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,3,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,3,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,3,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,4,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,4,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,4,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,4,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,5,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,5,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,5,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,5,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,6,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,6,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,6,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,6,3,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,7,0,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,7,1,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,7,2,100.0,0.0
estimated_from_data,RESOLVED_PHYSICAL,two_hotspot_trajectories,7,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,0,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,0,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,0,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,0,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,1,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,1,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,1,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,1,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,2,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,2,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,2,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,2,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,3,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,3,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,3,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,3,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,4,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,4,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,4,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,4,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,5,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,5,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,5,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,5,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,6,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,6,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,6,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,6,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,7,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,7,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,7,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,circular_hotspot_trajectory,7,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,0,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,0,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,0,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,0,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,1,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,1,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,1,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,1,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,2,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,2,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,2,2,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,2,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,3,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,3,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,3,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,3,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,4,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,4,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,4,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,4,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,5,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,5,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,5,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,5,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,6,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,6,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,6,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,6,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,7,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,7,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,7,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,flare_birth_motion_decay,7,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,0,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,0,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,0,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,0,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,1,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,1,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,1,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,1,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,2,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,2,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,2,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,2,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,3,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,3,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,3,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,3,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,4,0,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,4,1,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,4,2,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,4,3,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,5,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,5,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,5,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,5,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,6,0,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,6,1,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,6,2,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,6,3,100.0,2.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,7,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,7,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,7,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m1_rotating_crescent,7,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,0,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,0,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,0,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,0,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,1,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,1,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,1,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,1,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,2,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,2,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,2,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,2,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,3,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,3,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,3,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,3,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,4,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,4,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,4,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,4,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,5,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,5,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,5,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,5,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,6,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,6,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,6,2,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,6,3,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,7,0,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,7,1,100.0,0.0
estimated_from_data,UNRESOLVED_IMAGE,m2_structural_mode,7,2,100.0,0.0
